media,condition,species,g,plate,time,strainID,strain,well,time_h,batch,OD,replicate,medium_batch
mGAM,Without mucin,A. muciniphila,G2P1,P1,23,DSM22959,"A. muciniphila
(DSM22959)",G2,23,1,0.10600000000000001,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,24,DSM22959,"A. muciniphila
(DSM22959)",G2,24,1,0.101,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,25,DSM22959,"A. muciniphila
(DSM22959)",G2,25,1,0.098,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,26,DSM22959,"A. muciniphila
(DSM22959)",G2,26,1,0.092,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,27,DSM22959,"A. muciniphila
(DSM22959)",G2,27,1,0.08900000000000001,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,28,DSM22959,"A. muciniphila
(DSM22959)",G2,28,1,0.08299999999999999,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,29,DSM22959,"A. muciniphila
(DSM22959)",G2,29,1,0.07799999999999997,2,mGAM
mGAM,Without mucin,A. muciniphila,G2P1,P1,30,DSM22959,"A. muciniphila
(DSM22959)",G2,30,1,0.07399999999999998,2,mGAM
GMM+LAB,With mucin,C. secundus,E5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",E5,0.5,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",E5,1,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",E5,2,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",E5,3,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",E5,4,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",E5,5,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",E5,6,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",E5,7,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",E5,8,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",E5,9,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",E5,10,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",E5,11,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",E5,12,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",E5,13,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",E5,14,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",E5,15,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",E5,16,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",E5,17,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",E5,18,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",E5,19,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",E5,20,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",E5,21,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",E5,22,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",E5,23,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",E5,24,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",E5,25,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,26,DSM28864/177,"C. secundus
(DSM28864/177)",E5,26,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,27,DSM28864/177,"C. secundus
(DSM28864/177)",E5,27,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,28,DSM28864/177,"C. secundus
(DSM28864/177)",E5,28,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,29,DSM28864/177,"C. secundus
(DSM28864/177)",E5,29,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,E5P5,P5,30,DSM28864/177,"C. secundus
(DSM28864/177)",E5,30,1,0,1,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",H5,0.5,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",H5,1,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",H5,2,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",H5,3,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",H5,4,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",H5,5,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",H5,6,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",H5,7,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",H5,8,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",H5,9,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",H5,10,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",H5,11,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",H5,12,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",H5,13,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",H5,14,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",H5,15,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",H5,16,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",H5,17,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",H5,18,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",H5,19,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",H5,20,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",H5,21,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",H5,22,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",H5,23,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",H5,24,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",H5,25,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,26,DSM28864/177,"C. secundus
(DSM28864/177)",H5,26,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,27,DSM28864/177,"C. secundus
(DSM28864/177)",H5,27,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,28,DSM28864/177,"C. secundus
(DSM28864/177)",H5,28,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,29,DSM28864/177,"C. secundus
(DSM28864/177)",H5,29,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,H5P5,P5,30,DSM28864/177,"C. secundus
(DSM28864/177)",H5,30,1,0,4,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",F5,0.5,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",F5,1,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",F5,2,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",F5,3,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",F5,4,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",F5,5,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",F5,6,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",F5,7,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",F5,8,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",F5,9,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",F5,10,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",F5,11,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",F5,12,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",F5,13,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",F5,14,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",F5,15,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",F5,16,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",F5,17,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",F5,18,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",F5,19,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",F5,20,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",F5,21,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",F5,22,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",F5,23,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",F5,24,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",F5,25,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,26,DSM28864/177,"C. secundus
(DSM28864/177)",F5,26,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,27,DSM28864/177,"C. secundus
(DSM28864/177)",F5,27,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,28,DSM28864/177,"C. secundus
(DSM28864/177)",F5,28,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,29,DSM28864/177,"C. secundus
(DSM28864/177)",F5,29,1,0,2,GMM+LAB
GMM+LAB,With mucin,C. secundus,F5P5,P5,30,DSM28864/177,"C. secundus
(DSM28864/177)",F5,30,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",B5,0.5,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",B5,1,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",B5,2,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",B5,3,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",B5,4,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",B5,5,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",B5,6,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",B5,7,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",B5,8,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",B5,9,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",B5,10,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",B5,11,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",B5,12,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",B5,13,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",B5,14,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",B5,15,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",B5,16,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",B5,17,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",B5,18,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",B5,19,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",B5,20,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",B5,21,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",B5,22,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",B5,23,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",B5,24,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",B5,25,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,26,DSM28864/177,"C. secundus
(DSM28864/177)",B5,26,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,27,DSM28864/177,"C. secundus
(DSM28864/177)",B5,27,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,28,DSM28864/177,"C. secundus
(DSM28864/177)",B5,28,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,29,DSM28864/177,"C. secundus
(DSM28864/177)",B5,29,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,B5P5,P5,30,DSM28864/177,"C. secundus
(DSM28864/177)",B5,30,1,0,2,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",D5,0.5,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",D5,1,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",D5,2,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",D5,3,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",D5,4,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",D5,5,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",D5,6,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",D5,7,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",D5,8,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",D5,9,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",D5,10,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",D5,11,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",D5,12,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",D5,13,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",D5,14,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",D5,15,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",D5,16,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",D5,17,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",D5,18,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",D5,19,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",D5,20,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",D5,21,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",D5,22,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",D5,23,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",D5,24,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",D5,25,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,26,DSM28864/177,"C. secundus
(DSM28864/177)",D5,26,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,27,DSM28864/177,"C. secundus
(DSM28864/177)",D5,27,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,28,DSM28864/177,"C. secundus
(DSM28864/177)",D5,28,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,29,DSM28864/177,"C. secundus
(DSM28864/177)",D5,29,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,D5P5,P5,30,DSM28864/177,"C. secundus
(DSM28864/177)",D5,30,1,0,4,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,0.5,DSM28864/177,"C. secundus
(DSM28864/177)",A5,0.5,1,0.002800000000000003,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,1,DSM28864/177,"C. secundus
(DSM28864/177)",A5,1,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,2,DSM28864/177,"C. secundus
(DSM28864/177)",A5,2,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,3,DSM28864/177,"C. secundus
(DSM28864/177)",A5,3,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,4,DSM28864/177,"C. secundus
(DSM28864/177)",A5,4,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,5,DSM28864/177,"C. secundus
(DSM28864/177)",A5,5,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,6,DSM28864/177,"C. secundus
(DSM28864/177)",A5,6,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,7,DSM28864/177,"C. secundus
(DSM28864/177)",A5,7,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,8,DSM28864/177,"C. secundus
(DSM28864/177)",A5,8,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,9,DSM28864/177,"C. secundus
(DSM28864/177)",A5,9,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,10,DSM28864/177,"C. secundus
(DSM28864/177)",A5,10,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,11,DSM28864/177,"C. secundus
(DSM28864/177)",A5,11,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,12,DSM28864/177,"C. secundus
(DSM28864/177)",A5,12,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,13,DSM28864/177,"C. secundus
(DSM28864/177)",A5,13,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,14,DSM28864/177,"C. secundus
(DSM28864/177)",A5,14,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,15,DSM28864/177,"C. secundus
(DSM28864/177)",A5,15,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,16,DSM28864/177,"C. secundus
(DSM28864/177)",A5,16,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,17,DSM28864/177,"C. secundus
(DSM28864/177)",A5,17,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,18,DSM28864/177,"C. secundus
(DSM28864/177)",A5,18,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,19,DSM28864/177,"C. secundus
(DSM28864/177)",A5,19,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,20,DSM28864/177,"C. secundus
(DSM28864/177)",A5,20,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,21,DSM28864/177,"C. secundus
(DSM28864/177)",A5,21,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,22,DSM28864/177,"C. secundus
(DSM28864/177)",A5,22,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,23,DSM28864/177,"C. secundus
(DSM28864/177)",A5,23,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,24,DSM28864/177,"C. secundus
(DSM28864/177)",A5,24,1,0,1,GMM+LAB
GMM+LAB,Without mucin,C. secundus,A5P5,P5,25,DSM28864/177,"C. secundus
(DSM28864/177)",A5,25,1,0,1,GMM+LAB
