media,condition,species,g,plate,time,strainID,strain,well,time_h,batch,OD,replicate,medium_batch
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",B1,8,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",B1,9,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",B1,10,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",B1,11,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",B1,12,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",B1,13,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",B1,14,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",B1,15,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",B1,16,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",B1,17,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",B1,18,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",B1,19,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",B1,20,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",B1,21,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",B1,22,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",B1,23,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",B1,24,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",B1,25,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",B1,26,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",B1,27,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",B1,28,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",B1,29,1,0,2,GMM+LAB
GMM+LAB,Without mucin,H. hathewayi,B1P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",B1,30,1,0,2,GMM+LAB
SB,With mucin,H. hathewayi,A9P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A9,0.5,1,0,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A9,1,1,0,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A9,2,1,0.007999999999999998,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A9,3,1,0.018000000000000002,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A9,4,1,0.02100000000000001,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A9,5,1,0.025,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A9,6,1,0.030000000000000006,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A9,7,1,0.030000000000000006,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A9,8,1,0.03399999999999999,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A9,9,1,0.037,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A9,10,1,0.037,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A9,11,1,0.037,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A9,12,1,0.038999999999999986,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A9,13,1,0.038,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A9,14,1,0.04,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A9,15,1,0.045,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A9,16,1,0.049999999999999996,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A9,17,1,0.06100000000000002,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A9,18,1,0.07400000000000004,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A9,19,1,0.1,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A9,20,1,0.159,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A9,21,1,0.28099999999999997,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A9,22,1,0.443,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A9,23,1,0.563,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",A9,24,1,0.6739999999999999,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",A9,25,1,0.746,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",A9,26,1,0.7969999999999998,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",A9,27,1,0.831,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",A9,28,1,0.856,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",A9,29,1,0.8099999999999998,3,SB
SB,With mucin,H. hathewayi,A9P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",A9,30,1,0.776,3,SB
SB,With mucin,H. hathewayi,A7P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A7,0.5,1,0,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A7,1,1,1.0408340855860843e-17,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A7,2,1,0.007999999999999998,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A7,3,1,0.015000000000000001,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A7,4,1,0.024000000000000007,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A7,5,1,0.02700000000000001,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A7,6,1,0.029000000000000005,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A7,7,1,0.033000000000000015,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A7,8,1,0.033000000000000015,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A7,9,1,0.03500000000000001,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A7,10,1,0.038000000000000006,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A7,11,1,0.037000000000000005,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A7,12,1,0.04300000000000003,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A7,13,1,0.044000000000000025,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A7,14,1,0.04200000000000003,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A7,15,1,0.05199999999999998,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A7,16,1,0.06799999999999999,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A7,17,1,0.084,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A7,18,1,0.101,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A7,19,1,0.127,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A7,20,1,0.17099999999999999,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A7,21,1,0.27299999999999996,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A7,22,1,0.4130000000000001,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A7,23,1,0.49,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",A7,24,1,0.614,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",A7,25,1,0.6940000000000001,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",A7,26,1,0.747,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",A7,27,1,0.7979999999999998,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",A7,28,1,0.7919999999999998,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",A7,29,1,0.7899999999999998,1,SB
SB,With mucin,H. hathewayi,A7P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",A7,30,1,0.7859999999999998,1,SB
SB,With mucin,H. hathewayi,A8P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A8,0.5,1,0,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A8,1,1,0,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A8,2,1,0.00599999999999999,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A8,3,1,0.013,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A8,4,1,0.015000000000000001,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A8,5,1,0.02000000000000001,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A8,6,1,0.024000000000000007,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A8,7,1,0.029000000000000005,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A8,8,1,0.029000000000000005,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A8,9,1,0.030000000000000006,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A8,10,1,0.03100000000000002,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A8,11,1,0.02800000000000001,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A8,12,1,0.02800000000000001,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A8,13,1,0.030000000000000006,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A8,14,1,0.033000000000000015,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A8,15,1,0.04299999999999997,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A8,16,1,0.052999999999999985,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A8,17,1,0.06799999999999999,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A8,18,1,0.101,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A8,19,1,0.145,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A8,20,1,0.23199999999999998,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A8,21,1,0.376,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A8,22,1,0.503,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A8,23,1,0.628,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",A8,24,1,0.717,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",A8,25,1,0.8069999999999998,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",A8,26,1,0.859,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",A8,27,1,0.901,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",A8,28,1,0.943,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",A8,29,1,0.939,2,SB
SB,With mucin,H. hathewayi,A8P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",A8,30,1,0.903,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A2,0.5,1,0,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A2,1,1,0.007999999999999998,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A2,2,1,0.02000000000000001,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A2,3,1,0.02799999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A2,4,1,0.03299999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A2,5,1,0.03499999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A2,6,1,0.03299999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A2,7,1,0.036,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A2,8,1,0.036,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A2,9,1,0.03499999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A2,10,1,0.03299999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A2,11,1,0.03199999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A2,12,1,0.03399999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A2,13,1,0.03199999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A2,14,1,0.03399999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A2,15,1,0.036,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A2,16,1,0.036,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A2,17,1,0.060000000000000005,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A2,18,1,0.111,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A2,19,1,0.177,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A2,20,1,0.2989999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A2,21,1,0.447,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A2,22,1,0.6399999999999999,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A2,23,1,0.8159999999999998,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",A2,24,1,0.98,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",A2,25,1,1.052,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",A2,26,1,1.077,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",A2,27,1,1.106,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",A2,28,1,1.115,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",A2,29,1,1.117,2,SB
SB,Without mucin,H. hathewayi,A2P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",A2,30,1,1.1239999999999999,2,SB
SB,Without mucin,H. hathewayi,A1P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A1,0.5,1,0,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A1,1,1,0,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A1,2,1,0.007999999999999998,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A1,3,1,0.011999999999999999,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A1,4,1,0.014,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A1,5,1,0.016,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A1,6,1,0.016,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A1,7,1,0.014,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A1,8,1,0.014,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A1,9,1,0.013,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A1,10,1,0.011000000000000001,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A1,11,1,0.011999999999999999,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A1,12,1,0.007999999999999998,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A1,13,1,0.011999999999999999,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A1,14,1,0.007999999999999998,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A1,15,1,0.017,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A1,16,1,0.045,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A1,17,1,0.082,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A1,18,1,0.147,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A1,19,1,0.267,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A1,20,1,0.3919999999999999,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A1,21,1,0.591,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A1,22,1,0.744,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A1,23,1,0.909,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,24,DSM13479,"H. hathewayi
(DSM13479)",A1,24,1,0.994,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,25,DSM13479,"H. hathewayi
(DSM13479)",A1,25,1,1.034,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,26,DSM13479,"H. hathewayi
(DSM13479)",A1,26,1,1.079,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,27,DSM13479,"H. hathewayi
(DSM13479)",A1,27,1,1.102,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,28,DSM13479,"H. hathewayi
(DSM13479)",A1,28,1,1.097,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,29,DSM13479,"H. hathewayi
(DSM13479)",A1,29,1,1.094,1,SB
SB,Without mucin,H. hathewayi,A1P5,P5,30,DSM13479,"H. hathewayi
(DSM13479)",A1,30,1,1.092,1,SB
SB,Without mucin,H. hathewayi,A3P5,P5,0.5,DSM13479,"H. hathewayi
(DSM13479)",A3,0.5,1,0,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,1,DSM13479,"H. hathewayi
(DSM13479)",A3,1,1,0,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,2,DSM13479,"H. hathewayi
(DSM13479)",A3,2,1,0.0019999999999999896,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,3,DSM13479,"H. hathewayi
(DSM13479)",A3,3,1,0.009,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,4,DSM13479,"H. hathewayi
(DSM13479)",A3,4,1,0.013999999999999969,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,5,DSM13479,"H. hathewayi
(DSM13479)",A3,5,1,0.01499999999999997,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,6,DSM13479,"H. hathewayi
(DSM13479)",A3,6,1,0.015999999999999973,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,7,DSM13479,"H. hathewayi
(DSM13479)",A3,7,1,0.020999999999999977,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,8,DSM13479,"H. hathewayi
(DSM13479)",A3,8,1,0.01799999999999998,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,9,DSM13479,"H. hathewayi
(DSM13479)",A3,9,1,0.018999999999999982,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,10,DSM13479,"H. hathewayi
(DSM13479)",A3,10,1,0.019999999999999983,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,11,DSM13479,"H. hathewayi
(DSM13479)",A3,11,1,0.019999999999999983,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,12,DSM13479,"H. hathewayi
(DSM13479)",A3,12,1,0.019999999999999983,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,13,DSM13479,"H. hathewayi
(DSM13479)",A3,13,1,0.020999999999999977,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,14,DSM13479,"H. hathewayi
(DSM13479)",A3,14,1,0.020999999999999977,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,15,DSM13479,"H. hathewayi
(DSM13479)",A3,15,1,0.018999999999999982,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,16,DSM13479,"H. hathewayi
(DSM13479)",A3,16,1,0.018999999999999982,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,17,DSM13479,"H. hathewayi
(DSM13479)",A3,17,1,0.02399999999999998,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,18,DSM13479,"H. hathewayi
(DSM13479)",A3,18,1,0.07200000000000001,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,19,DSM13479,"H. hathewayi
(DSM13479)",A3,19,1,0.148,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,20,DSM13479,"H. hathewayi
(DSM13479)",A3,20,1,0.221,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,21,DSM13479,"H. hathewayi
(DSM13479)",A3,21,1,0.421,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,22,DSM13479,"H. hathewayi
(DSM13479)",A3,22,1,0.644,3,SB
SB,Without mucin,H. hathewayi,A3P5,P5,23,DSM13479,"H. hathewayi
(DSM13479)",A3,23,1,0.833,3,SB
